Handle;Title;Body (HTML);Vendor;Product Category;Published;Variant SKU;Variant Price;Cost per item;Variant Inventory Tracker;Variant Inventory Qty;Image Src;Image Position;Variant Requires Shipping;Variant Barcode;Status
9383-555;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9383-555_2_o.jpg;2;;;
9383-555;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9383-555_1_o.jpg;3;;;
9383-555;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9383-555_12_o.jpg;4;;;
9383-555;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9383-555_10_o.jpg;5;;;
9383-555;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9383-555_6_o.jpg;6;;;
9383-555;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9383-555_4_m.jpg;7;;;
9384-222;Copacabana Sofa Module Beige;"<div><p>Build your dream lounge with the Copacabana sofa module, center section. This sleek module in a modern beige color is designed to provide both comfort and flexibility. With a lightweight and robust aluminum frame, it is perfect for outdoor use and withstands weather and wind. The cushions are made of olefin, a durable and weather-resistant fabric, and have the same harmonious beige shade to create a cohesive and inviting look.

Use the Copacabana center section together with corner sections and other modules from the series to create a customized lounge set that fits your patio. Durable, elegant, and designed for long, relaxing days outdoors.</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Beige<br/></p><p><strong>Material</strong><br/>Material total seat/back: Olefin<br/>Material Legs: Aluminum<br/></p><p><strong>Dimensions</strong><br/>Overall Height: 65<br/>Overall Width: 70<br/>Overall Depth: 74<br/>Seat Height: 30<br/>Seat Width: 70<br/>Seat Depth: 65<br/>Clearance Under Furniture: 30,00<br/></p><p><strong>Other</strong><br/>NUMBER OF SEATINGS: 1<br/>Cushion Included?: Yes<br/>Removable Cushion Cover: Yes<br/>Weight Capacity: 150,00<br/></p>";VENTURE DESIGN;Sofa Module;TRUE;9384-222;0;969.00;shopify;10;https://api.venturedesign.se//assets/products/1200x/9384-222_2_m.jpg;1;TRUE;"	7340220839336";draft
9384-222;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9384-222_2_o.jpg;2;;;
9384-222;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9384-222_1_o.jpg;3;;;
9384-222;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9384-222_11_o.jpg;4;;;
9384-222;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9384-222_10_o.jpg;5;;;
9384-222;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9384-222_6_o.jpg;6;;;
9384-222;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9384-222_4_m.jpg;7;;;
9384-400;Copacabana Sofa Module White;"<div><p>Extend or make it something really unique! With portable modules you can customize and build the lounge group you have always dreamed of. The middle part belongs to the series Copacabana, made of stylish white aluminum - create space for another guest!
  
  Care advice:
  Outdoor furniture in aluminum and stainless steel should be cleaned regularly with water and mild soap. Always rinse thoroughly with plenty of water, which becomes extra important if the furniture is placed at a sea -close distance where salt can be transported through the air.</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: White<br/></p><p><strong>Material</strong><br/>Material total seat/back: Aluminum<br/>Material Legs: Aluminum<br/></p><p><strong>Dimensions</strong><br/>Overall Height: 66<br/>Overall Width: 70<br/>Overall Depth: 74<br/>Seat Height: 30<br/>Seat Width: 70<br/>Seat Depth: 70<br/>Clearance Under Furniture: 10,00<br/></p><p><strong>Other</strong><br/>NUMBER OF SEATINGS: 1<br/>Cushion Included?: Yes<br/>Weight Capacity: 150,00<br/></p>";VENTURE DESIGN;Sofa Module;TRUE;9384-400;0;719.00;shopify;15;https://api.venturedesign.se//assets/products/1200x/9384-400_H_1_0.jpg;1;TRUE;"	7350107082212";draft
9384-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9384-400_H_1_1.jpg;2;;;
9384-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9384-400_H_1_2.jpg;3;;;
9384-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9384-400_H_1_3.jpg;4;;;
9384-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9384-400_H_1_4.jpg;5;;;
9384-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9384-400_H_0_0.jpg;6;;;
9384-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9384-400_H_0_1.jpg;7;;;
9384-555;Copacabana Sofa Module Beige;"<div><p>Build your dream lounge with the Copacabana sofa module, center section. This sleek module in a modern brown color is designed to provide both comfort and flexibility. With a lightweight and robust aluminum frame, it is perfect for outdoor use and withstands weather and wind. The cushions are made of olefin, a durable and weather-resistant fabric, and have the same harmonious beige shade to create a cohesive and inviting look.

Use the Copacabana center section together with corner sections and other modules from the series to create a customized lounge set that fits your patio. Durable, elegant, and designed for long, relaxing days outdoors.</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Beige<br/></p><p><strong>Material</strong><br/>Material total seat/back: Polyester<br/>Material Legs: Aluminum<br/></p><p><strong>Dimensions</strong><br/>Overall Height: 65<br/>Overall Width: 70<br/>Overall Depth: 74<br/>Seat Height: 30<br/>Seat Width: 70<br/>Seat Depth: 65<br/>Clearance Under Furniture: 30,00<br/></p><p><strong>Other</strong><br/>NUMBER OF SEATINGS: 1<br/>Cushion Included?: Yes<br/>Removable Cushion Cover: Yes<br/>Weight Capacity: 150,00<br/></p>";VENTURE DESIGN;Sofa Module;TRUE;9384-555;0;969.00;shopify;2;https://api.venturedesign.se//assets/products/1200x/9384-555_2_m.jpg;1;TRUE;"	7340220839367";draft
9384-555;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9384-555_2_o.jpg;2;;;
9384-555;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9384-555_1_o.jpg;3;;;
9384-555;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9384-555_11_o.jpg;4;;;
9384-555;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9384-555_10_o.jpg;5;;;
9384-555;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9384-555_6_o.jpg;6;;;
9384-555;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9384-555_4_m.jpg;7;;;
9385-400;Copacabana Sofa Table 120 x 70 Grey;<div><p>Copacabana coffee table - white alu / spray ice cream</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Grey<br/></p><p><strong>Material</strong><br/>Material Legs: Aluminum<br/>Material Table Top: Spraystone<br/></p><p><strong>Dimensions</strong><br/>Height to Table Top: 40<br/>Overall Width: 70<br/>Overall Height: 45<br/>Overall Length: 120<br/>Table Top Thickness: 5<br/></p><p><strong>Other</strong><br/>Finish / Coating: Powder coating<br/>Product Shape: Rectangular<br/></p>;VENTURE DESIGN;Sofa Table;TRUE;9385-400;0;699.00;shopify;2;https://api.venturedesign.se//assets/products/1200x/9383-400_2+9385-400_1+9384-400_3__10.jpg;1;TRUE;"	7350107082205";draft
9385-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9385-400_V_1_0.jpg;2;;;
9385-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9385-400_V_1_2.jpg;3;;;
9385-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9383-400_2+9385-400_1+9384-400_3__11.jpg;4;;;
9396-400;Panama Rectangular Dining Table 224 x 100 White;"<div><p>Stylish, modern and timeless - what more can you want? Panama is an extendable dining table in rectangular form. The table top is in beautiful teak and the undercarriage in white metal. The practical size makes the table work perfectly for both small and large parties so get ready for lovely dinner invitations on the patio this summer!
  
  Care advice:
  Our teak furniture is produced by certified teak that is grown for the purpose and not devastated from delicate rainforest. As one of the most durable woods, teak contains a lot of oil that is usual needed so that the material does not crack. Because the type of wood contains naturally a lot, the furniture does not need to be impregnated as often.</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: White<br/></p><p><strong>Material</strong><br/>Material Legs: Aluminum<br/>Material Table Top: Teak<br/></p><p><strong>Dimensions</strong><br/>Height to Table Top: 72,5<br/>Overall Width: 100<br/>Overall Height: 75<br/>Overall Length: 224<br/>Table Top Thickness: 2.5<br/>Total Length w/ Extension: 324<br/></p><p><strong>Other</strong><br/>Finish / Coating: Powder coating<br/>Extendable: Yes<br/>NUMBER OF SEATINGS: 8<br/>Product Shape: Rectangular<br/></p>";VENTURE DESIGN;Rectangular Dining Table;TRUE;9396-400;0;4999.00;shopify;0;https://api.venturedesign.se//assets/products/1200x/9396-400_2_m.jpg;1;TRUE;"	7350107082120";draft
9396-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9396-400_1_o.jpg;2;;;
9396-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9396-400_12_o.jpg;3;;;
9396-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9396-400_11_o.jpg;4;;;
9396-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9396-400_10_o.jpg;5;;;
9396-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9396-400_2_o.jpg;6;;;
9396-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9396-400_3_o.jpg;7;;;
9396-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9396-400_13_o.jpg;8;;;
9396-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9396-400_H_1_0.jpeg;9;;;
9396-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9396-400_14_o.jpg;10;;;
9396-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9396-400_6_m.jpg;11;;;
9396-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9396-400_8_m.jpg;12;;;
9396-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9396-400_4_m.jpg;13;;;
9411-001;Vamos Corner Sofa Set Black Grey;<div><p>Sofa group in modern design for your patio or patio. The sofa group consists of a corner sofa in modular form with four seats and a corner part that is easy to build together to suit your needs. Including dark gray soft cushions as well as a lower coffee table with a relief shelf and a glass table top. Made of a metal frame and black artificial rattan.</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour Table: Black<br/>Main Colour Sofa: Grey<br/>Main Colour: Black<br/></p><p><strong>Material</strong><br/>Material Total Table: Aluminum,Glass,Wicker<br/>Material total Sofa: Aluminum,Fibre,Foam,Polyester,Wicker<br/>Main Material Sofa: Wicker<br/>Main Material Table: Wicker<br/>Material Legs Sofa  : Wicker<br/>Material Legs Table : Aluminum,Wicker<br/></p><p><strong>Dimensions</strong><br/>Sofa Width: 200x200<br/>Sofa Depth: 75<br/>Sofa Height: 70<br/>Seat Height Sofa: 40<br/>Table Length: 65<br/>Table Width: 65<br/>Table Height: 44<br/>Seat Depth Sofa: 69<br/></p><p><strong>Other</strong><br/>Weight Capacity Sofa: 600<br/>Removable Cushion Cover: Yes<br/>Cushion Included?: Yes<br/></p>;VENTURE DESIGN;Corner Sofa Set;TRUE;9411-001;0;3989.00;shopify;0;https://api.venturedesign.se//assets/products/1200x/9411-001_H_0_0.jpg;1;TRUE;"	7350118412039";draft
9411-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9411-001_12_o.jpg;2;;;
9411-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9411-001_11_o.jpg;3;;;
9411-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9411-001_10_o.jpg;4;;;
9411-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9411-001_H_1_4.jpg;5;;;
9411-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9411-001_H_1_0.jpg;6;;;
9411-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9411-001_9_o.jpg;7;;;
9411-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9411-001_8_o.jpg;8;;;
9411-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9411-001_5_o.jpg;9;;;
9411-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9411-001_14_o.jpg;10;;;
9411-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9411-001_13_o.jpg;11;;;
9411-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9411-001_H_1_3.jpg;12;;;
9411-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9411-001_H_1_2.jpg;13;;;
9411-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9411-001_H_1_1.jpg;14;;;
9411-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9411-001_H_0_2.jpg;15;;;
9411-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9411-001_H_0_1.jpg;16;;;
9411-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9411-001_H_0_3.jpg;17;;;
9516-130;Kenya Dining Chair Whitewash;"<div><p>Kenya is an elegant dining chair designed for outdoor environments, made from high-quality teak with a beautiful whitewash finish. The choice of materials gives the chair both natural charm and a modern touch, perfect for creating an inviting atmosphere on the patio, veranda, or in the garden.

The chair's robust construction ensures long-lasting durability, while its sleek design makes it easy to pair with various tables and settings. Kenya is sold in practical 2-packs, making it easy to create a harmonious seating group for outdoor dinners and social gatherings.

Strike the perfect balance between function and design with Kenya – a timeless dining chair that elevates your outdoor decor.</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Whitewash<br/></p><p><strong>Material</strong><br/>Material Legs: Teak<br/></p><p><strong>Dimensions</strong><br/>Overall Height: 89<br/>Overall Width: 47<br/>Overall Depth: 62<br/>Seat Height: 45<br/>Seat Width: 47<br/>Seat Depth: 43<br/></p><p><strong>Other</strong><br/>Finish / Coating: Waterbase<br/>Weight Capacity: 150<br/>Stackable: No<br/>Cushion Included?: No<br/></p>";VENTURE DESIGN;Dining Chair;TRUE;9516-130;0;289.00;shopify;138;https://api.venturedesign.se//assets/products/1200x/9516-130_4_m.jpg;1;TRUE;"	7340220839404";draft
9516-130;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-130_12_o.jpg;2;;;
9516-130;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-130_1_o.jpg;3;;;
9516-130;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-130_10_o.jpg;4;;;
9516-130;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-130_2_o.jpg;5;;;
9516-130;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-130_6_o.jpg;6;;;
9516-130;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-130_2_m.jpg;7;;;
9516-244;Kenya Dining Chair 2-pack Nature;<div><p>Our popular dining chair Kenya is a real dream chair for the patio - tasteful, modern and durable! Kenya is a folding dining chair in beautiful teak that stands the test of time. With a focus on timeless design, practicality and high comfort, this chair quickly becomes a favorite. Match with a beautiful dining table and you get a complete dining group for all summer meals!</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Nature<br/></p><p><strong>Material</strong><br/>Material total seat/back: Teak<br/>Material Legs: Teak<br/></p><p><strong>Dimensions</strong><br/>Overall Height: 89<br/>Overall Width: 47<br/>Overall Depth: 62<br/>Seat Height: 45<br/>Seat Width: 47<br/>Seat Depth: 43<br/></p><p><strong>Other</strong><br/>Weight Capacity: 150<br/>Stackable: No<br/>Cushion Included?: No<br/></p>;VENTURE DESIGN;Dining Chair > Cafe Chair;TRUE;9516-244;0;229.00;shopify;681;https://api.venturedesign.se//assets/products/1200x/9516-244_2_m.jpg;1;TRUE;"	7350133233749";draft
9516-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-244_4_m.jpg;2;;;
9516-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-244_6_m.jpg;3;;;
9516-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-244_8_m.jpg;4;;;
9516-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-244_9_m.jpg;5;;;
9516-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-244_1_o.jpg;6;;;
9516-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-244_3_o.jpg;7;;;
9516-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-244_4_o.jpg;8;;;
9516-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-244_2_o.jpg;9;;;
9516-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-244_5_o.jpg;10;;;
9516-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-244_6_o.jpg;11;;;
9516-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-244_10_o.jpg;12;;;
9516-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-244_7_o.jpg;13;;;
9516-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-244_11_o.jpg;14;;;
9516-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-244_9_o.jpg;15;;;
9516-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9516-244_12_o.jpg;16;;;
9518-244;Kenya Position Chair Nature;"<div><p>Create a delicious eye -catcher on the patio this summer with dining chairs from the Kenya series! The chair is completely made of teak with a ribbed design that stands over time and armrests that increase comfort. Focusing on timeless design, practical function and high comfort, this chair quickly becomes a favorite. The chair's backrest can be adjusted in different positions so that you can sit nice for a long time. Match with a delicious dining table and you will get a complete dining group for all the meals of the summer!
 
 Care advice:
 Our teak furniture is produced by certified teak that is grown for the purpose and not devastated from delicate rainforest. As one of the most durable woods, teak contains a lot of oil that is usual needed so that the material does not crack. Because the type of wood contains naturally a lot, the furniture does not need to be impregnated as often.</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Nature<br/></p><p><strong>Material</strong><br/>Material total seat/back: Teak<br/>Material Legs: Teak<br/></p><p><strong>Dimensions</strong><br/>Overall Height: 105<br/>Overall Width: 62<br/>Overall Depth: 73<br/>Seat Height: 44<br/>Seat Width: 51<br/>Seat Depth: 44<br/>Armrest Width: 6<br/>Armrest Height: 69<br/></p><p><strong>Other</strong><br/>Weight Capacity: 125,00<br/>Stackable: No<br/>Cushion Included?: No<br/></p>";VENTURE DESIGN;Position Chair;TRUE;9518-244;0;759.00;shopify;-1;https://api.venturedesign.se//assets/products/1200x/9518-244_H_0_0.jpg;1;TRUE;"	7350133233671";draft
9518-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9518-244_H_1_0.jpg;2;;;
9518-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9518-244_H_1_1.jpg;3;;;
9518-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9518-244_H_1_2.jpg;4;;;
9518-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9518-244_H_1_3.jpg;5;;;
9518-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9518-244_H_1_4.jpg;6;;;
9518-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9518-244_H_1_5.jpg;7;;;
9518-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9518-244_H_1_6.jpg;8;;;
9518-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9518-244_H_1_7.jpg;9;;;
9518-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9518-244_H_1_8.jpg;10;;;
9518-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9518-244_H_1_9.jpg;11;;;
9518-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9518-244_H_1_10.jpg;12;;;
9518-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9518-244_H_1_11.jpg;13;;;
9518-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9518-244_H_1_12.jpg;14;;;
9518-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9518-244_H_1_13.jpg;15;;;
9518-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9518-244_H_1_14.jpg;16;;;
9518-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9518-244_H_1_15.jpg;17;;;
9518-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9518-244_H_0_1.jpg;18;;;
9520-244;Kenya Round Dining Table ⌀120 Nature;<div><p>Our popular dining table Kenya is a charming, around dining table in decorative teak - perfect for all summer meals outdoors! The table is suitable for outdoor use and fits just as well in the garden as on the balcony. Match with a couple of delicious dining chairs in the same series for a complete food group to gather the family around. No one ends up here! Dimensions: 120 cm.</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Nature<br/></p><p><strong>Material</strong><br/>Material Legs: Teak<br/>Material Table Top: Teak<br/></p><p><strong>Dimensions</strong><br/>Diameter: 120<br/>Height to Table Top: 72,2<br/>Overall Height: 75<br/>Table Top Thickness: 2.8<br/></p><p><strong>Other</strong><br/>Finish / Coating: Raw Finish<br/>NUMBER OF SEATINGS: 4<br/></p>;VENTURE DESIGN;Round Dining Table;TRUE;9520-244;0;1019.00;shopify;0;https://api.venturedesign.se//assets/products/1200x/9520-244_H_0_0.jpg;1;TRUE;"	7350133233787";draft
9520-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9520-244_H_1_0.jpg;2;;;
9520-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9520-244_H_1_1.jpg;3;;;
9520-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9520-244_H_1_2.jpg;4;;;
9520-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9520-244_H_1_3.jpg;5;;;
9520-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9520-244_H_1_4.jpg;6;;;
9520-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9520-244_H_1_5.jpg;7;;;
9520-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9520-244_H_0_1.jpg;8;;;
9521-130;Kenya Cafe Table ⌀70 Whitewash;"<div><p>Kenya is an elegant café table with a diameter of 70 cm, perfect for smaller spaces like balconies or cozy corners on the patio. Made of durable teak with a beautiful whitewash finish, it combines natural charm with modern design.

The table offers a compact and functional surface, ideal for morning coffee, a sunny lunch, or a relaxing moment with a book. Its robust construction makes it a long-lasting and reliable piece of furniture for outdoor use.

Add Kenya to your balcony and create an inviting space to enjoy the small moments of everyday life with style and functionality.</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Whitewash<br/></p><p><strong>Material</strong><br/>Material Legs: Teak<br/>Material Table Top: Teak<br/></p><p><strong>Dimensions</strong><br/>Diameter: 70<br/>Height to Table Top: 72<br/>Overall Height: 75<br/>Table Top Thickness: 2.8<br/></p><p><strong>Other</strong><br/>Finish / Coating: Waterbase<br/>Extendable: No<br/></p>";VENTURE DESIGN;Cafe Table;TRUE;9521-130;0;629.00;shopify;-4;https://api.venturedesign.se//assets/products/1200x/9521-130_2_m.jpg;1;TRUE;"	7340220839398";draft
9521-130;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9521-130_2_o.jpg;2;;;
9521-130;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9521-130_1_o.jpg;3;;;
9521-130;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9521-130_10_o.jpg;4;;;
9521-130;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9521-130_12_o.jpg;5;;;
9521-130;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9521-130_4_m.jpg;6;;;
9521-244;Kenya Cafe Table ⌀70 Nature;<div><p>Dine the patio with a charming café table from our popular series Kenya! This square table in beautiful teak is as eye -catching as practical. The table is foldable which makes it easy to move around as needed - place on the terrace or balcony and enjoy sunny coffee hours outdoors! Dimensions: 70cm.</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Nature<br/></p><p><strong>Material</strong><br/>Material Legs: Teak<br/>Material Table Top: Teak<br/></p><p><strong>Dimensions</strong><br/>Diameter: 70<br/>Height to Table Top: 72,2<br/>Overall Height: 75<br/>Table Top Thickness: 2.8<br/></p><p><strong>Other</strong><br/>Finish / Coating: Raw Finish<br/>NUMBER OF SEATINGS: 2<br/>Product Shape: Round<br/></p>;VENTURE DESIGN;Cafe Table;TRUE;9521-244;0;559.00;shopify;56;https://api.venturedesign.se//assets/products/1200x/9521-244_H_0_0.jpg;1;TRUE;"	7350133233763";draft
9521-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9521-244_H_1_0.jpg;2;;;
9521-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9521-244_H_1_1.jpg;3;;;
9521-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9521-244_H_1_2.jpg;4;;;
9521-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9521-244_H_1_3.jpg;5;;;
9521-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9521-244_H_1_4.jpg;6;;;
9521-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9521-244_H_1_5.jpg;7;;;
9521-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9521-244_H_0_1.jpg;8;;;
9521-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9521-244_H_0_2.jpg;9;;;
9521-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9521-244_H_0_3.jpg;10;;;
9522-244;Kenya Rectangular Dining Table 120 x 70 Nature;<div><p>Dining table Kenya in classic design with a rectangular table top in decorative teak - as durable and stylish! The table is ideally suited for outdoor use and therefore fits just as well in the outdoor space as in the garden. Match with our dining chairs in the same series for a complete look and create an eye -catching eye -catcher on your patio. Here you can gather loved ones for brilliant meals this summer! Dimensions: 120x70 cm.</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Nature<br/></p><p><strong>Material</strong><br/>Material Legs: Teak<br/>Material Table Top: Teak<br/></p><p><strong>Dimensions</strong><br/>Height to Table Top: 72,2<br/>Overall Width: 70<br/>Overall Height: 75<br/>Overall Length: 120<br/>Table Top Thickness: 2.8<br/></p><p><strong>Other</strong><br/>Finish / Coating: Raw Finish<br/>NUMBER OF SEATINGS: 4<br/>Product Shape: Rectangular<br/></p>;VENTURE DESIGN;Rectangular Dining Table;TRUE;9522-244;0;949.00;shopify;42;https://api.venturedesign.se//assets/products/1200x/9522-244__006.jpg;1;TRUE;"	7350133233701";draft
9522-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9522-244_12_o.jpg;2;;;
9522-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9522-244_11_o.jpg;3;;;
9522-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9522-244_3_o.jpg;4;;;
9522-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9522-244_10_o.jpg;5;;;
9522-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9522-244_1_o.jpg;6;;;
9522-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9522-244_2_o.jpg;7;;;
9522-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9522-244_13_o.jpg;8;;;
9522-244;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/9522-244__004.jpg;9;;;
